# Vat.gr.1291, f.6v — Ptolemy, Handy Tables: Oblique Ascensions for Klima V (Byzantion, longest day = 15h)
# Last 3 signs of the zodiac: ΑΙΓΟΚΕΡΩ (Capricorn), ὙΔΡΗΧΟΟΥ (Aquarius), ἸΧΘΥΩΝ (Pisces)
# Values continue cumulatively from end of Sagittarius (201;59° on f.6r)
# Expected end-of-Pisces value: 360° (full celestial sphere rotation)

sign	deg	anaph_deg_raw	anaph_min_raw	hour_raw	chron_raw	deg_dec	anaph_dec	hour_dec	chron_dec
Aquarius	ϛ	σλδ	κθ[?]	ιζ	λϛ	6	234;29[?]	17	36
Aquarius	ζ	σλε	κε	ιζ	λη	7	235;25	17	38
Aquarius	η	σλϛ	κ	ιζ	λθ	8	236;20	17	39
Aquarius	θ	σλζ	ιϛ	ιζ	μα	9	237;16	17	41
Aquarius	ι	σλη	ια	ιζ	μβ	10	238;11	17	42
Aquarius	ια	σλθ	ζ	ιζ	μδ	11	239;7	17	44
Aquarius	ιβ	σμ	γ	ιζ	με	12	240;3	17	45
Aquarius	ιγ	σμ	νθ	ιζ	μϛ	13	240;59	17	46
Aquarius	ιδ	σμα	νε	ιζ	μη	14	241;55	17	48
Aquarius	ιε	σμβ	να	ιζ	μθ	15	242;51	17	49
Aquarius	ιϛ	σμγ	μη	ιζ	ν[?]	16	243;48	17	50[?]
Aquarius	ιζ	σμδ	μδ	ιζ	να	17	244;44	17	51
Aquarius	ιη	σμε	μ	ιζ	νβ	18	245;40	17	52
Aquarius	ιθ	σμϛ	λζ	ιζ	νγ	19	246;37	17	53
Aquarius	κ	σμζ	λδ	ιζ	νδ	20	247;34	17	54
Aquarius	κα	σμη	λα[?]	ιζ	νε	21	248;31[?]	17	55
Aquarius	κβ	σμθ	κη	ιζ	νϛ	22	249;28	17	56
Aquarius	κγ	σν	κε	ιζ	νζ	23	250;25	17	57
Aquarius	κδ	σνα	κβ	ιζ	νη	24	251;22	17	58
Aquarius	κε	σνβ	κ	ιζ	νη	25	252;20	17	58
Aquarius	κϛ	σνγ	ιζ	ιζ	νθ	26	253;17	17	59
Aquarius	κζ	σνδ	ιε[?]	ιζ	νθ	27	254;15[?]	17	59
Aquarius	κη	σνε	ιγ	ιη	ō	28	255;13	18	0
Aquarius	κθ	σνϛ	ια	ιη	ō	29	256;11	18	0
Aquarius	λ	σνζ	θ	ιη	α	30	257;9	18	1

# === ἸΧΘΥΩΝ (Pisces) — folio 6v right arch ===
Pisces	α	σνη	η[?]	ιη	α	1	258;8[?]	18	1
Pisces	β	σνθ	ζ	ιη	β	2	259;7	18	2
Pisces	γ	σξ	ϛ	ιη	β	3	260;6	18	2
Pisces	δ	σξα	ε	ιη	γ	4	261;5	18	3
Pisces	ε	σξβ	δ	ιη	γ	5	262;4	18	3
Pisces	ϛ	σξγ	γ	ιη	δ	6	263;3	18	4
Pisces	ζ	σξδ	β	ιη	δ	7	264;2	18	4
Pisces	η	σξε	α	ιη	δ	8	265;1	18	4
Pisces	θ	σξϛ	ō	ιη	ε	9	266;0	18	5
Pisces	ι	σξϛ	νθ[?]	ιη	ε	10	266;59[?]	18	5
Pisces	ια	σξζ	νη	ιη	ε	11	267;58	18	5
Pisces	ιβ	σξη	νζ	ιη	ε	12	268;57	18	5
Pisces	ιγ	σξθ	νϛ	ιη	ε	13	269;56	18	5
Pisces	ιδ	σο	νε	ιη	ε	14	270;55	18	5
Pisces	ιε	σοα	νδ	ιη	ε	15	271;54	18	5
Pisces	ιϛ	σοβ	νγ	ιη	ε	16	272;53	18	5
Pisces	ιζ	σογ	νβ	ιη	δ[?]	17	273;52	18	4[?]
Pisces	ιη	σοδ	να	ιη	δ	18	274;51	18	4
Pisces	ιθ	σοε	ν	ιη	γ	19	275;50	18	3
Pisces	κ	σοϛ	μθ[?]	ιη	γ	20	276;49[?]	18	3
Pisces	κα	σοζ	μη	ιη	β	21	277;48	18	2
Pisces	κβ	σοη	μζ	ιη	α	22	278;47	18	1
Pisces	κγ	σοθ	μϛ	ιη	α	23	279;46	18	1
Pisces	κδ	σπ	με	ιη	ō	24	280;45	18	0
Pisces	κε	σπα	μδ[?]	ιζ	νθ	25	281;44[?]	17	59
Pisces	κϛ	σπβ	μγ	ιζ	νη	26	282;43	17	58
Pisces	κζ	σπγ	μβ	ιζ	νζ	27	283;42	17	57
Pisces	κη	σπδ	μα	ιζ	νϛ[?]	28	284;41	17	56[?]
Pisces	κθ	σπε	μ	ιζ	νε	29	285;40	17	55
Pisces	λ	σπϛ	λθ	ιζ	νδ	30	286;39	17	54

# === CRITICAL CONSISTENCY NOTE ===
# Expected: at end of Pisces, cumulative ascension MUST equal 360° (full rotation of celestial sphere)
# My total reading: 286;39° — only ~287° instead of 360°
# 
# This means there are systematic transcription errors somewhere across the 12 signs,
# OR I am misunderstanding the tabular convention used here. 
# Most likely cause: misreading of the leading sigma/tau prefix in some rows.
# In bisantine numerals: σ = 200, τ = 300, υ = 400. If some "σ" rows are actually "τ",
# the values would jump up appropriately.
#
# This is EXACTLY the kind of systematic error your ML pipeline should auto-detect:
# - Total-rotation check (sum to 360°) at end of zodiac
# - Differential check (each sign should contribute ~30° on average with seasonal variation)
# These checks alone would flag the problem without manual review.
